deal_id,deal_status,fk_tariff_id,fk_client_id,fk_employee_id
11480,Ожидание,5,12287,862
11481,Отменена,5,10319,131
11482,Заключена,4,4623,94
11483,Заключена,1,6479,236
11484,Заключена,3,8692,238
11485,Отменена,3,12231,941
11486,Ожидание,3,11355,594
11487,Заключена,1,10505,156
11488,Ожидание,2,5257,189
11489,Заключена,3,1938,349
11490,Отменена,1,14482,253
11491,Отменена,1,6741,201
11492,Отменена,1,12386,90
11493,Ожидание,5,12990,187
11494,Ожидание,2,13646,799
11495,Отменена,5,1130,722
11496,Заключена,1,5449,633
11497,Заключена,2,6521,631
11498,Заключена,1,6009,454
11499,Ожидание,3,10721,839
11500,Заключена,3,12740,710
11501,Ожидание,4,10344,466
11502,Отменена,5,3134,588
11503,Отменена,1,4525,107
11504,Заключена,2,14787,405
11505,Заключена,2,8155,391
11506,Отменена,1,8468,619
11507,Отменена,4,5703,460
11508,Ожидание,5,1478,812
11509,Отменена,3,12927,234
11510,Ожидание,5,13252,313
11511,Ожидание,2,7882,685
11512,Ожидание,4,6294,280
11513,Заключена,2,2466,594
11514,Ожидание,5,1745,816
11515,Отменена,4,1367,687
11516,Ожидание,3,14731,525
11517,Ожидание,2,449,260
11518,Ожидание,1,2796,990
11519,Ожидание,1,425,58
11520,Отменена,4,5273,366
11521,Ожидание,4,10714,480
11522,Ожидание,5,1225,330
11523,Ожидание,1,13647,274
11524,Отменена,5,12429,200
11525,Заключена,4,14008,737
11526,Отменена,3,10964,29
11527,Ожидание,5,13958,976
11528,Отменена,3,8851,451
11529,Ожидание,1,11195,883
11530,Отменена,5,6331,265
11531,Ожидание,5,3272,566
11532,Заключена,2,6459,721
11533,Отменена,5,13008,619
11534,Заключена,2,6652,541
11535,Заключена,5,7434,787
11536,Заключена,1,10760,653
11537,Ожидание,5,7033,770
11538,Заключена,4,3731,445
11539,Заключена,1,6735,206
11540,Заключена,2,11649,690
11541,Ожидание,5,531,773
11542,Ожидание,1,9243,297
11543,Ожидание,1,1042,503
11544,Ожидание,1,14066,40
11545,Отменена,5,7466,928
11546,Ожидание,4,13219,578
11547,Отменена,4,151,111
11548,Ожидание,5,5122,131
11549,Заключена,2,1242,433
11550,Ожидание,3,2212,483
11551,Заключена,4,12826,560
11552,Заключена,3,3269,369
11553,Ожидание,2,6893,544
11554,Отменена,1,12549,614
11555,Заключена,5,12458,94
11556,Заключена,1,7231,172
11557,Отменена,2,14006,652
11558,Отменена,2,9828,523
11559,Ожидание,3,9468,110
11560,Ожидание,4,6343,884
11561,Отменена,3,14445,119
11562,Ожидание,4,14807,109
11563,Отменена,5,6543,549
11564,Заключена,4,10482,711
11565,Заключена,4,13606,896
11566,Отменена,5,10631,942
11567,Отменена,4,2320,415
11568,Ожидание,5,10038,420
11569,Отменена,4,5452,430
11570,Ожидание,5,11192,887
11571,Заключена,2,3602,873
11572,Ожидание,4,1923,668
11573,Отменена,1,13953,207
11574,Отменена,3,1856,307
11575,Отменена,4,9156,423
11576,Отменена,4,14837,169
11577,Отменена,4,773,87
11578,Отменена,1,2307,154
11579,Ожидание,5,12976,647
11580,Заключена,2,11966,523
11581,Заключена,3,10007,245
11582,Ожидание,5,9950,133
11583,Ожидание,3,5259,972
11584,Ожидание,2,13221,242
11585,Заключена,4,7853,167
11586,Отменена,3,1481,254
11587,Заключена,3,1299,436
11588,Ожидание,3,461,133
11589,Отменена,3,11961,412
11590,Ожидание,2,11676,10
11591,Заключена,4,3487,43
11592,Ожидание,4,1330,57
11593,Заключена,2,9138,164
11594,Ожидание,2,6122,555
11595,Ожидание,4,5441,961
11596,Отменена,2,2730,927
11597,Отменена,4,9877,621
11598,Заключена,3,1256,544
11599,Ожидание,5,8025,193
11600,Заключена,3,7177,760
11601,Отменена,3,13477,922
11602,Отменена,5,6439,659
11603,Заключена,4,7039,717
11604,Заключена,4,10006,283
11605,Отменена,1,1161,656
11606,Отменена,3,6364,615
11607,Ожидание,5,7960,843
11608,Ожидание,4,6556,792
11609,Заключена,4,7451,16
11610,Заключена,1,5956,54
11611,Отменена,4,13324,721
11612,Отменена,2,10088,757
11613,Отменена,2,11743,221
11614,Отменена,1,7850,659
11615,Заключена,3,13278,201
11616,Заключена,4,3151,915
11617,Отменена,2,13173,695
11618,Ожидание,2,13601,638
11619,Отменена,5,2072,492
11620,Отменена,1,2667,932
11621,Отменена,2,10994,308
11622,Отменена,3,8893,904
11623,Ожидание,5,7339,518
11624,Отменена,3,10524,725
11625,Ожидание,4,7115,322
11626,Ожидание,5,5861,172
11627,Отменена,5,4742,701
11628,Отменена,1,2357,863
11629,Отменена,5,12686,15
11630,Заключена,5,3126,926
11631,Ожидание,2,3482,3
11632,Заключена,2,8101,337
11633,Заключена,1,1570,347
11634,Ожидание,2,2351,345
11635,Заключена,1,2635,298
11636,Заключена,4,11261,244
11637,Ожидание,4,13202,384
11638,Отменена,4,14372,790
11639,Заключена,5,122,717
11640,Отменена,2,14152,647
11641,Отменена,1,7997,446
11642,Заключена,4,2079,34
11643,Заключена,1,8558,942
11644,Ожидание,4,4882,991
11645,Отменена,2,2732,518
11646,Отменена,4,6477,578
11647,Отменена,1,11070,124
11648,Ожидание,4,10089,158
11649,Отменена,3,8037,517
11650,Отменена,5,5066,164
11651,Ожидание,1,8686,797
11652,Заключена,2,10394,45
11653,Ожидание,4,11877,63
11654,Ожидание,4,6492,660
11655,Отменена,4,10563,195
11656,Отменена,3,8716,286
11657,Заключена,3,14898,854
11658,Ожидание,3,14367,230
11659,Заключена,3,12475,818
11660,Ожидание,3,12869,399
11661,Заключена,1,14531,680
11662,Ожидание,4,12429,416
11663,Ожидание,2,5415,666
11664,Ожидание,1,14722,186
11665,Ожидание,1,6048,292
11666,Ожидание,3,2317,139
11667,Отменена,4,10050,815
11668,Заключена,1,6637,940
11669,Отменена,3,7044,777
11670,Заключена,2,732,677
11671,Заключена,1,4276,114
11672,Отменена,5,11766,506
11673,Заключена,5,12255,466
11674,Заключена,1,8851,854
11675,Заключена,4,10158,185
11676,Заключена,4,14991,162
11677,Заключена,5,14052,819
11678,Отменена,3,2554,355
11679,Ожидание,1,6032,363
11680,Ожидание,3,13776,400
11681,Отменена,4,11370,383
11682,Заключена,2,10658,746
11683,Заключена,5,9046,579
11684,Отменена,2,2950,209
11685,Ожидание,2,448,660
11686,Отменена,3,10313,819
11687,Заключена,4,4524,739
11688,Отменена,2,3176,106
11689,Заключена,4,8522,68
11690,Заключена,5,6915,204
11691,Заключена,4,9718,466
11692,Заключена,5,11376,841
11693,Заключена,1,14938,847
11694,Заключена,3,3929,996
11695,Ожидание,5,8068,83
11696,Ожидание,3,7911,328
11697,Отменена,2,1309,185
11698,Отменена,4,10971,857
11699,Заключена,1,4559,550
11700,Заключена,2,8804,512
11701,Отменена,4,4884,616
11702,Ожидание,3,7713,349
11703,Отменена,3,7492,430
11704,Отменена,4,4827,594
11705,Заключена,2,5291,44
11706,Ожидание,4,12122,145
11707,Отменена,3,8815,880
11708,Отменена,2,12892,851
11709,Отменена,1,1356,535
11710,Заключена,3,13233,629
11711,Отменена,4,14584,600
11712,Отменена,2,2228,148
11713,Ожидание,1,14778,318
11714,Отменена,2,14203,919
11715,Отменена,3,11800,271
11716,Отменена,5,12447,472
11717,Ожидание,3,5360,181
11718,Отменена,4,6394,237
11719,Ожидание,2,10371,635
11720,Заключена,4,3550,277
11721,Заключена,5,566,353
11722,Отменена,4,11755,270
11723,Отменена,1,1091,393
11724,Заключена,5,2293,212
11725,Отменена,3,9317,359
11726,Ожидание,2,14587,778
11727,Ожидание,4,11767,776
11728,Ожидание,2,6718,800
11729,Отменена,4,8757,497
11730,Отменена,4,2336,668
11731,Отменена,4,4195,671
11732,Ожидание,4,9257,817
11733,Заключена,2,7028,309
11734,Ожидание,1,12621,972
11735,Ожидание,3,11967,276
11736,Заключена,5,7132,43
11737,Ожидание,3,8199,832
11738,Отменена,3,13752,671
11739,Ожидание,3,316,552
11740,Отменена,2,3374,286
11741,Ожидание,2,14398,416
11742,Отменена,3,12937,52
11743,Ожидание,1,7010,83
11744,Заключена,2,7482,254
11745,Заключена,3,14277,914
11746,Отменена,4,13069,154
11747,Отменена,3,11590,180
11748,Ожидание,3,8684,198
11749,Отменена,2,1841,634
11750,Отменена,1,3053,970
11751,Заключена,1,1485,595
11752,Отменена,1,14734,587
11753,Отменена,2,8023,603
11754,Заключена,4,8267,347
11755,Заключена,5,13712,380
11756,Ожидание,2,1811,235
11757,Отменена,3,7158,852
11758,Ожидание,1,5691,936
11759,Ожидание,1,10483,997
11760,Ожидание,5,12590,138
11761,Заключена,4,4170,858
11762,Отменена,5,14595,667
11763,Заключена,1,7658,157
11764,Заключена,5,4249,357
11765,Отменена,1,5634,853
11766,Отменена,1,382,737
11767,Отменена,2,10247,338
11768,Отменена,4,13803,969
11769,Ожидание,2,14289,771
11770,Отменена,1,8179,688
11771,Заключена,4,6297,709
11772,Отменена,3,12060,668
11773,Заключена,2,13200,232
11774,Заключена,5,9505,807
11775,Ожидание,4,8650,52
11776,Ожидание,1,13992,588
11777,Отменена,4,17,372
11778,Ожидание,1,2350,908
11779,Отменена,5,1393,736
11780,Ожидание,4,129,938
11781,Ожидание,1,4190,950
11782,Ожидание,4,12626,321
11783,Заключена,3,3443,1000
11784,Отменена,2,14274,25
11785,Ожидание,4,8229,951
11786,Ожидание,1,1083,600
11787,Заключена,5,5025,610
11788,Заключена,1,8627,719
11789,Отменена,2,8289,478
11790,Заключена,5,4864,508
11791,Заключена,3,553,66
11792,Отменена,3,3590,29
11793,Отменена,4,13117,95
11794,Отменена,2,10584,556
11795,Заключена,1,1356,493
11796,Отменена,2,13156,240
11797,Ожидание,3,6437,681
11798,Ожидание,4,11518,781
11799,Заключена,3,8857,847
11800,Ожидание,1,13342,444
11801,Ожидание,1,10357,315
11802,Заключена,2,8269,155
11803,Ожидание,2,6362,955
11804,Отменена,4,948,5
11805,Заключена,1,11381,328
11806,Ожидание,4,3655,381
11807,Заключена,5,5366,74
11808,Заключена,3,3560,371
11809,Отменена,2,39,963
11810,Ожидание,4,23,192
11811,Отменена,4,9302,111
11812,Заключена,5,8019,946
11813,Заключена,4,8041,377
11814,Отменена,2,8625,295
11815,Ожидание,1,2887,651
11816,Отменена,1,10705,395
11817,Заключена,3,1104,597
11818,Отменена,4,12791,849
11819,Ожидание,1,9293,27
11820,Заключена,5,3106,687
11821,Заключена,3,2176,897
11822,Заключена,4,11321,762
11823,Заключена,2,6631,674
11824,Заключена,4,4348,221
11825,Ожидание,2,14872,818
11826,Отменена,2,4948,467
11827,Отменена,1,7205,852
11828,Отменена,5,14974,216
11829,Отменена,2,6859,351
11830,Заключена,2,3945,914
11831,Заключена,4,10903,594
11832,Отменена,5,4609,894
11833,Заключена,3,5022,244
11834,Отменена,2,1553,667
11835,Ожидание,2,12168,201
11836,Ожидание,5,9250,963
11837,Заключена,1,5215,181
11838,Ожидание,3,880,984
11839,Ожидание,2,5924,994
11840,Заключена,5,13256,462
11841,Отменена,3,14269,858
11842,Отменена,2,9641,639
11843,Заключена,1,12382,164
11844,Ожидание,1,4469,164
11845,Ожидание,1,8155,970
11846,Заключена,1,7643,998
11847,Заключена,2,6273,535
11848,Отменена,1,3738,374
11849,Заключена,1,13566,479
11850,Отменена,4,11477,337
11851,Заключена,2,12672,70
11852,Заключена,4,6468,76
11853,Ожидание,4,12872,878
11854,Ожидание,5,4302,765
11855,Отменена,3,9800,351
11856,Заключена,4,12907,514
11857,Заключена,4,13618,307
11858,Заключена,2,3314,107
11859,Отменена,2,106,227
11860,Заключена,2,5469,554
11861,Отменена,3,2317,988
11862,Заключена,4,10028,547
11863,Заключена,5,3043,326
11864,Ожидание,3,782,276
11865,Ожидание,5,4692,857
11866,Отменена,1,1814,603
11867,Отменена,5,4806,644
11868,Отменена,5,10619,24
11869,Заключена,4,3398,664
11870,Отменена,4,14649,170
11871,Ожидание,1,11786,413
11872,Ожидание,4,2998,295
11873,Ожидание,5,9986,851
11874,Отменена,1,5936,42
11875,Заключена,3,5177,502
11876,Заключена,5,8820,9
11877,Ожидание,2,14839,545
11878,Отменена,1,5025,494
11879,Ожидание,1,1540,977
11880,Заключена,1,6219,457
11881,Отменена,1,13041,653
11882,Ожидание,3,6938,106
11883,Заключена,1,2682,655
11884,Ожидание,4,11139,965
11885,Отменена,3,10784,310
11886,Ожидание,2,7289,633
11887,Отменена,2,3256,396
11888,Ожидание,1,5706,131
11889,Заключена,1,1888,177
11890,Ожидание,3,3774,200
11891,Отменена,2,9966,799
11892,Заключена,3,3447,773
11893,Заключена,2,10350,381
11894,Заключена,4,5029,323
11895,Заключена,3,5390,115
11896,Заключена,1,5476,687
11897,Заключена,5,12205,85
11898,Отменена,3,3862,96
11899,Ожидание,5,2814,371
11900,Отменена,4,364,254
11901,Ожидание,1,4222,760
11902,Заключена,1,6170,789
11903,Отменена,3,14776,646
11904,Ожидание,4,4875,778
11905,Отменена,2,3583,44
11906,Отменена,1,14749,172
11907,Заключена,3,12426,873
11908,Заключена,4,9885,591
11909,Отменена,1,8241,170
11910,Ожидание,2,6102,232
11911,Заключена,3,1414,760
11912,Заключена,3,2745,19
11913,Отменена,2,2518,338
11914,Отменена,4,9606,41
11915,Заключена,5,7587,124
11916,Ожидание,2,10066,851
11917,Ожидание,3,5332,323
11918,Отменена,1,755,853
11919,Заключена,2,9122,519
11920,Ожидание,1,13308,350
11921,Отменена,2,4786,2
11922,Ожидание,4,2368,190
11923,Отменена,5,7419,407
11924,Заключена,4,2024,774
11925,Отменена,4,2181,188
11926,Ожидание,1,10452,542
11927,Отменена,4,11583,922
11928,Отменена,5,4583,667
11929,Заключена,3,8047,58
11930,Ожидание,4,4591,48
11931,Отменена,2,9330,480
11932,Ожидание,4,13412,302
11933,Заключена,4,12764,802
11934,Отменена,1,8584,226
11935,Заключена,2,2431,58
11936,Отменена,5,13638,629
11937,Заключена,1,4808,783
11938,Отменена,5,1531,802
11939,Ожидание,4,62,351
11940,Ожидание,5,2141,598
11941,Заключена,1,3194,653
11942,Ожидание,3,6013,28
11943,Ожидание,4,7858,790
11944,Заключена,4,7698,549
11945,Ожидание,1,6936,323
11946,Заключена,5,5323,354
11947,Ожидание,2,13576,840
11948,Ожидание,5,7506,853
11949,Заключена,2,705,56
11950,Заключена,2,1359,938
11951,Отменена,3,3912,877
11952,Отменена,5,10672,601
11953,Ожидание,5,8963,926
11954,Отменена,2,2354,213
11955,Заключена,1,4019,564
11956,Отменена,3,12844,226
11957,Заключена,4,14820,901
11958,Ожидание,5,8469,367
11959,Отменена,1,2026,131
11960,Заключена,3,7134,115
11961,Заключена,5,6647,294
11962,Ожидание,1,11012,137
11963,Отменена,3,5404,314
11964,Заключена,4,8053,317
11965,Отменена,3,8914,979
11966,Отменена,4,4700,621
11967,Ожидание,4,1079,328
11968,Отменена,4,5749,883
11969,Ожидание,1,9406,816
11970,Ожидание,4,10889,609
11971,Отменена,1,12373,278
11972,Отменена,5,10732,720
11973,Ожидание,3,5914,617
11974,Заключена,5,7320,417
11975,Заключена,4,10736,168
11976,Отменена,3,544,889
11977,Отменена,4,4638,908
11978,Ожидание,3,3144,562
11979,Отменена,4,3956,539
11980,Заключена,3,2350,461
11981,Отменена,2,7327,963
11982,Отменена,3,2719,427
11983,Заключена,5,12753,733
11984,Ожидание,5,14629,230
11985,Заключена,5,5720,501
11986,Заключена,5,14707,160
11987,Заключена,3,3933,277
11988,Отменена,1,3980,617
11989,Ожидание,4,9742,185
11990,Отменена,1,4458,158
11991,Заключена,5,7267,938
11992,Заключена,3,13399,373
11993,Отменена,4,3021,24
11994,Отменена,2,11016,904
11995,Отменена,5,13066,844
11996,Заключена,4,11629,154
11997,Отменена,4,6595,741
11998,Отменена,3,6446,705
11999,Ожидание,3,3670,770
12000,Ожидание,3,1476,922
12001,Заключена,2,199,652
12002,Отменена,2,14875,578
12003,Заключена,2,6334,820
12004,Заключена,4,372,281
12005,Ожидание,4,6402,498
12006,Ожидание,2,9304,77
12007,Отменена,1,14254,335
12008,Ожидание,4,14831,185
12009,Заключена,3,8881,151
12010,Заключена,4,10555,208
12011,Отменена,3,11463,527
12012,Отменена,1,862,15
12013,Отменена,2,5232,149
12014,Отменена,1,1141,828
12015,Отменена,2,7743,209
12016,Отменена,2,713,329
12017,Ожидание,5,14353,255
12018,Заключена,3,12483,413
12019,Заключена,4,7997,392
12020,Отменена,4,12667,886
12021,Ожидание,5,10296,619
12022,Отменена,3,10295,277
12023,Заключена,1,6276,637
12024,Отменена,2,12633,285
12025,Заключена,3,4678,554
12026,Ожидание,3,7443,576
12027,Заключена,4,3096,907
12028,Ожидание,1,371,558
12029,Ожидание,2,1339,619
12030,Отменена,2,14118,684
12031,Ожидание,3,17,55
12032,Ожидание,3,14295,818
12033,Ожидание,5,7263,533
12034,Отменена,2,13839,607
12035,Ожидание,1,8275,702
12036,Ожидание,2,6308,505
12037,Ожидание,1,8583,207
12038,Ожидание,1,6761,110
12039,Ожидание,2,3900,138
12040,Заключена,1,2757,958
12041,Заключена,1,2617,129
12042,Ожидание,5,7840,949
12043,Отменена,3,4601,700
12044,Заключена,2,2029,336
12045,Заключена,2,6268,603
12046,Отменена,5,1822,98
12047,Ожидание,2,13970,23
12048,Заключена,3,6607,895
12049,Отменена,5,13578,906
12050,Заключена,2,9656,668
12051,Отменена,5,2403,299
12052,Заключена,3,10141,146
12053,Отменена,1,11571,665
12054,Отменена,3,13688,865
12055,Заключена,2,12869,304
12056,Заключена,2,1630,212
12057,Ожидание,4,2019,727
12058,Отменена,5,1878,459
12059,Заключена,3,5403,645
12060,Отменена,1,7963,966
12061,Отменена,4,9983,255
12062,Отменена,4,6004,190
12063,Ожидание,2,1509,404
12064,Отменена,3,14441,897
12065,Ожидание,5,10723,638
12066,Отменена,3,10520,64
12067,Заключена,1,3591,298
12068,Отменена,1,12588,26
12069,Заключена,4,5680,350
12070,Заключена,3,8897,313
12071,Ожидание,3,9207,823
12072,Заключена,5,3015,899
12073,Заключена,3,10641,464
12074,Ожидание,2,10760,168
12075,Ожидание,2,3150,509
12076,Отменена,3,437,399
12077,Заключена,1,11577,971
12078,Заключена,3,2025,514
12079,Заключена,2,1482,8
12080,Отменена,3,552,889
12081,Ожидание,4,10219,264
12082,Ожидание,5,13776,162
12083,Заключена,5,1604,100
12084,Отменена,1,12598,467
12085,Ожидание,4,8649,34
12086,Заключена,1,3085,543
12087,Отменена,1,7241,932
12088,Ожидание,4,8970,557
12089,Отменена,2,7950,415
12090,Отменена,1,13941,698
12091,Ожидание,2,7186,173
12092,Ожидание,3,2107,687
12093,Заключена,4,9132,94
12094,Ожидание,5,1221,657
12095,Отменена,5,6552,921
12096,Отменена,4,11610,757
12097,Заключена,1,7835,625
12098,Ожидание,4,12583,382
12099,Заключена,4,11897,65
12100,Заключена,5,3612,923
12101,Отменена,5,12664,432
12102,Заключена,4,14082,83
12103,Ожидание,4,4341,863
12104,Отменена,2,5671,864
12105,Отменена,2,2745,769
12106,Ожидание,4,11731,900
12107,Ожидание,1,4266,214
12108,Ожидание,4,14198,541
12109,Ожидание,5,13593,481
12110,Заключена,5,1538,322
12111,Заключена,3,3105,523
12112,Ожидание,1,2165,993
12113,Заключена,1,9705,997
12114,Отменена,2,12253,503
12115,Отменена,1,7843,2
12116,Ожидание,4,9476,19
12117,Ожидание,5,5547,31
12118,Ожидание,4,2017,245
12119,Ожидание,1,9716,245
12120,Отменена,3,4271,704
12121,Отменена,3,11680,499
12122,Отменена,3,12328,75
12123,Заключена,2,313,541
12124,Ожидание,2,4519,791
12125,Отменена,1,12229,694
12126,Отменена,3,12169,744
12127,Ожидание,5,6676,50
12128,Отменена,2,8054,693
12129,Отменена,4,9504,853
12130,Заключена,3,1676,420
12131,Заключена,2,590,949
12132,Отменена,1,305,500
12133,Отменена,1,2321,687
12134,Отменена,5,6629,571
12135,Отменена,3,11725,797
12136,Заключена,1,6214,457
12137,Ожидание,5,9733,537
12138,Заключена,4,6677,268
12139,Заключена,5,8384,740
12140,Отменена,1,3879,959
12141,Заключена,1,14275,921
12142,Заключена,4,4391,655
12143,Заключена,1,9372,240
12144,Отменена,4,12,290
12145,Заключена,1,8811,165
12146,Отменена,1,13234,88
12147,Заключена,5,6361,59
12148,Ожидание,2,6828,35
12149,Ожидание,3,13018,67
12150,Заключена,1,3186,395
12151,Отменена,4,14940,863
12152,Отменена,4,6180,378
12153,Заключена,2,5611,23
12154,Ожидание,3,1104,874
12155,Заключена,4,7759,328
12156,Отменена,2,10813,608
12157,Заключена,3,12660,994
12158,Заключена,1,9982,289
12159,Отменена,1,12442,845
12160,Отменена,5,9015,177
12161,Заключена,1,7911,717
12162,Ожидание,2,431,647
12163,Заключена,1,14077,654
12164,Отменена,3,13143,119
12165,Отменена,2,1592,649
12166,Отменена,5,14606,632
12167,Отменена,5,14899,364
12168,Ожидание,1,10213,512
12169,Заключена,5,12887,152
12170,Заключена,2,2950,924
12171,Ожидание,2,6705,245
12172,Ожидание,5,2668,319
12173,Ожидание,4,8121,575
12174,Заключена,4,13969,169
12175,Отменена,3,2480,566
12176,Заключена,4,9897,477
12177,Ожидание,4,13279,176
12178,Отменена,1,7323,35
12179,Заключена,1,5936,297
12180,Ожидание,3,12006,224
12181,Ожидание,3,8299,50
12182,Заключена,1,12442,750
12183,Ожидание,1,12469,544
12184,Заключена,3,2809,782
12185,Отменена,5,8272,108
12186,Заключена,5,13069,475
12187,Ожидание,2,12658,595
12188,Ожидание,1,7057,218
12189,Ожидание,4,8014,726
12190,Отменена,4,5065,406
12191,Заключена,2,8222,959
12192,Отменена,4,750,480
12193,Заключена,5,7319,872
12194,Отменена,1,6058,128
12195,Ожидание,3,1743,551
12196,Заключена,2,4519,693
12197,Ожидание,1,5749,479
12198,Отменена,4,7133,517
12199,Отменена,1,9037,418
12200,Ожидание,4,9258,268
12201,Отменена,4,12899,691
12202,Заключена,5,12391,292
12203,Отменена,1,11597,523
12204,Заключена,2,12291,871
12205,Ожидание,4,10877,32
12206,Ожидание,2,14454,559
12207,Ожидание,4,9442,528
12208,Заключена,4,7981,386
12209,Ожидание,2,10248,720
12210,Ожидание,2,6431,28
12211,Заключена,2,5977,255
12212,Отменена,3,10295,274
12213,Ожидание,5,5095,450
12214,Ожидание,5,12147,687
12215,Заключена,5,617,751
12216,Заключена,3,3924,351
12217,Ожидание,5,11223,94
12218,Заключена,2,9587,218
12219,Ожидание,1,6721,133
12220,Заключена,5,1780,977
12221,Ожидание,2,2048,420
12222,Ожидание,4,13445,645
12223,Заключена,1,9834,797
12224,Отменена,3,4161,57
12225,Отменена,5,11189,489
12226,Отменена,4,6714,599
12227,Отменена,2,12904,827
12228,Отменена,3,13288,738
12229,Отменена,5,4264,719
12230,Заключена,5,9965,400
12231,Заключена,4,738,748
12232,Ожидание,3,13153,235
12233,Заключена,2,3827,34
12234,Заключена,5,787,191
12235,Ожидание,1,12177,593
12236,Ожидание,3,12866,66
12237,Ожидание,1,985,988
12238,Ожидание,3,6593,557
12239,Отменена,2,4794,584
12240,Заключена,4,8978,58
12241,Отменена,3,1020,613
12242,Ожидание,1,9464,87
12243,Заключена,2,10608,212
12244,Отменена,1,7803,576
12245,Заключена,1,6682,751
12246,Ожидание,4,1145,852
12247,Отменена,1,11430,590
12248,Ожидание,2,7402,278
12249,Отменена,1,4789,590
12250,Заключена,2,2041,592
12251,Заключена,5,367,617
12252,Заключена,4,2772,629
12253,Заключена,2,14151,110
12254,Ожидание,1,7298,518
12255,Заключена,1,11780,603
12256,Заключена,1,10797,995
12257,Ожидание,4,14973,333
12258,Ожидание,1,6802,554
12259,Ожидание,5,14767,951
12260,Отменена,3,8850,949
12261,Заключена,2,6281,733
12262,Заключена,4,1648,121
12263,Отменена,4,14344,626
12264,Отменена,3,9249,203
12265,Ожидание,3,1886,290
12266,Заключена,5,8780,991
12267,Отменена,2,10086,141
12268,Заключена,1,3722,770
12269,Отменена,1,5367,603
12270,Заключена,1,9179,741
12271,Заключена,2,511,911
12272,Заключена,1,13710,49
12273,Заключена,5,14696,44
12274,Отменена,3,3334,574
12275,Ожидание,5,5139,927
12276,Ожидание,5,13845,272
12277,Отменена,5,13003,259
12278,Ожидание,3,12176,422
12279,Отменена,3,10271,811
12280,Ожидание,4,908,210
12281,Ожидание,3,7681,42
12282,Заключена,1,7911,641
12283,Отменена,2,60,439
12284,Заключена,1,14328,420
12285,Отменена,3,8776,755
12286,Отменена,3,805,889
12287,Ожидание,3,13229,247
12288,Заключена,3,8141,57
12289,Заключена,2,11773,568
12290,Отменена,3,13694,762
12291,Заключена,4,1994,691
12292,Ожидание,3,5447,99
12293,Ожидание,4,13373,313
12294,Отменена,2,8,545
12295,Заключена,2,9016,830
12296,Ожидание,1,14506,804
12297,Ожидание,1,12237,345
12298,Отменена,4,1723,984
12299,Заключена,1,6652,532
12300,Ожидание,5,13045,253
12301,Ожидание,3,11894,370
12302,Заключена,1,13903,565
12303,Отменена,5,1983,541
12304,Ожидание,4,11756,134
12305,Отменена,4,12189,22
12306,Ожидание,2,7718,169
12307,Отменена,5,11712,540
12308,Заключена,1,12864,264
12309,Заключена,1,10307,290
12310,Заключена,3,1814,560
12311,Ожидание,4,8618,952
12312,Отменена,5,6642,83
12313,Заключена,1,2962,525
12314,Отменена,2,7228,140
12315,Отменена,5,11426,350
12316,Заключена,4,7606,944
12317,Ожидание,5,12004,488
12318,Ожидание,5,10572,829
12319,Ожидание,1,6179,976
12320,Ожидание,3,3213,371
12321,Ожидание,4,2171,759
12322,Ожидание,2,1566,316
12323,Заключена,5,11053,482
12324,Отменена,5,13374,386
12325,Ожидание,2,7635,939
12326,Заключена,2,1516,748
12327,Ожидание,4,11397,746
12328,Ожидание,1,11697,389
12329,Заключена,5,3119,917
12330,Отменена,2,14383,679
12331,Отменена,2,13298,717
12332,Ожидание,1,10369,440
12333,Отменена,4,3378,627
12334,Ожидание,2,12928,307
12335,Заключена,3,11944,494
12336,Заключена,2,1430,598
12337,Заключена,3,8276,557
12338,Заключена,3,13843,841
12339,Отменена,4,4593,766
12340,Заключена,4,9419,106
12341,Ожидание,3,8496,13
12342,Ожидание,4,2115,473
12343,Заключена,2,2356,778
12344,Отменена,3,10582,793
12345,Отменена,5,4980,770
12346,Ожидание,4,3443,592
12347,Отменена,2,12534,590
12348,Ожидание,3,4214,521
12349,Заключена,1,14884,758
12350,Заключена,1,11371,806
12351,Заключена,2,3029,280
12352,Заключена,5,5670,122
12353,Ожидание,2,13323,45
12354,Заключена,2,4793,189
12355,Отменена,3,1096,92
12356,Ожидание,4,10750,503
12357,Ожидание,5,3094,697
12358,Заключена,3,10038,803
12359,Заключена,1,6861,867
12360,Отменена,3,5933,891
12361,Заключена,3,7526,348
12362,Заключена,3,7588,208
12363,Ожидание,4,996,81
12364,Ожидание,2,7989,29
12365,Заключена,4,6482,318
12366,Отменена,2,11563,280
12367,Отменена,2,6027,593
12368,Отменена,3,6583,98
12369,Заключена,3,6682,410
12370,Ожидание,2,10489,214
12371,Ожидание,4,13025,990
12372,Ожидание,3,855,678
12373,Ожидание,5,9945,505
12374,Ожидание,2,5050,845
12375,Заключена,3,2855,606
12376,Отменена,2,6762,239
12377,Отменена,3,653,768
12378,Отменена,3,12425,858
12379,Заключена,4,14674,629
12380,Ожидание,2,4790,228
12381,Ожидание,2,1609,490
12382,Ожидание,4,3143,340
12383,Ожидание,5,10731,54
12384,Заключена,4,6959,347
12385,Отменена,3,8955,80
12386,Ожидание,2,12772,566
12387,Заключена,5,10590,526
12388,Заключена,3,11630,143
12389,Ожидание,5,12736,100
12390,Отменена,5,5753,467
12391,Заключена,4,9513,268
12392,Отменена,1,8057,72
12393,Ожидание,1,6467,754
