subtask_id,subtask_description,subtask_status,fk_task_id
8270,Обновить статус подзадачи в системе.,False,4097
8271,Завести карточку клиента в сторонней учётной системе.,True,4097
8272,Сверить данные клиента с оформленным заказом.,True,4098
8273,Завести карточку клиента в сторонней учётной системе.,False,4099
8274,Отметить прогресс в CRM.,False,4099
8275,Проверить успешность привязки домена.,False,4099
8276,Проверить доступ клиента к панели управления.,False,4100
8277,Создать черновик инструкции на основе обращения.,False,4100
8278,Выполнить тестовую регистрацию домена.,True,4104
8279,Подтвердить активацию тарифа по email.,False,4104
8280,Зафиксировать результаты тестирования сервиса.,False,4104
8281,Добавить напоминание о повторной связи.,False,4104
8282,Приложить скриншоты к заявке клиента.,False,4106
8283,Проверить наличие активной учётной записи клиента в базе.,False,4106
8284,Выполнить тестовую регистрацию домена.,True,4106
8285,Отправить уведомление о продлении хостинга.,False,4106
8286,Зарегистрировать новое обращение в трекере.,True,4107
8287,Проверить почтовый SPF-запись клиента.,True,4107
8288,Назначить ответственное лицо за выполнение задачи.,True,4107
8289,Уточнить детали обращения через внутренний чат.,False,4107
8290,Уточнить информацию у коллег из техподдержки.,True,4108
8291,Проверить наличие активной учётной записи клиента в базе.,True,4109
8292,Подтвердить активацию тарифа по email.,True,4110
8293,Зафиксировать результаты тестирования сервиса.,True,4110
8294,Зарегистрировать новое обращение в трекере.,True,4110
8295,Проверить успешность привязки домена.,False,4112
8296,Отправить уведомление о продлении хостинга.,False,4112
8297,Добавить примечание в CRM о ходе обращения.,True,4112
8298,Перепроверить логи на наличие ошибок входа клиента.,False,4113
8299,Завести карточку клиента в сторонней учётной системе.,False,4113
8300,Отправить уведомление о продлении хостинга.,True,4113
8301,Уточнить сроки выполнения у технического отдела.,False,4113
8302,Отметить прогресс в CRM.,True,4114
8303,Завести карточку клиента в сторонней учётной системе.,False,4114
8304,Создать черновик инструкции на основе обращения.,True,4115
8305,Проверить шаблон ответа перед отправкой клиенту.,False,4115
8306,Уточнить информацию у коллег из техподдержки.,True,4116
8307,Отправить уведомление о продлении хостинга.,False,4116
8308,Проверить почтовый SPF-запись клиента.,False,4116
8309,Зарегистрировать новое обращение в трекере.,True,4116
8310,Уточнить сроки выполнения у технического отдела.,True,4117
8311,Уточнить детали обращения через внутренний чат.,False,4117
8312,Проверить шаблон ответа перед отправкой клиенту.,True,4117
8313,Зафиксировать результаты тестирования сервиса.,False,4117
8314,Проверить доступ клиента к панели управления.,True,4118
8315,Приложить скриншоты к заявке клиента.,True,4118
8316,Зафиксировать результаты тестирования сервиса.,False,4118
8317,Добавить напоминание о повторной связи.,True,4120
8318,Отправить уведомление о продлении хостинга.,False,4120
8319,Завести карточку клиента в сторонней учётной системе.,False,4120
8320,Связаться с клиентом для подтверждения решения.,True,4120
8321,Обновить статус подзадачи в системе.,True,4121
8322,Проверить шаблон ответа перед отправкой клиенту.,True,4121
8323,Связаться с клиентом для подтверждения решения.,True,4121
8324,Оценить техническую сложность обращения.,False,4122
8325,Выполнить тестовую регистрацию домена.,False,4122
8326,Перепроверить логи на наличие ошибок входа клиента.,True,4123
8327,Приложить скриншоты к заявке клиента.,True,4123
8328,Подтвердить активацию тарифа по email.,False,4124
8329,Перепроверить логи на наличие ошибок входа клиента.,False,4125
8330,Оценить техническую сложность обращения.,True,4125
8331,Проверить почтовый SPF-запись клиента.,True,4125
8332,Выполнить тестовую регистрацию домена.,True,4126
8333,Обновить статус подзадачи в системе.,False,4126
8334,Уточнить детали обращения через внутренний чат.,True,4126
8335,Создать черновик инструкции на основе обращения.,False,4127
8336,Выполнить тестовую регистрацию домена.,True,4129
8337,Оценить техническую сложность обращения.,False,4130
8338,Проверить почтовый SPF-запись клиента.,True,4130
8339,Добавить напоминание о повторной связи.,False,4131
8340,Проверить успешность привязки домена.,True,4132
8341,Отправить уведомление о продлении хостинга.,True,4132
8342,Добавить примечание в CRM о ходе обращения.,True,4132
8343,Сверить данные клиента с оформленным заказом.,False,4132
8344,Добавить примечание в CRM о ходе обращения.,True,4133
8345,Уточнить сроки выполнения у технического отдела.,False,4133
8346,Сверить данные клиента с оформленным заказом.,False,4133
8347,Сверить данные клиента с оформленным заказом.,False,4134
8348,Уточнить детали обращения через внутренний чат.,False,4135
8349,Подтвердить активацию тарифа по email.,True,4135
8350,Сверить данные клиента с оформленным заказом.,False,4135
8351,Зафиксировать результаты тестирования сервиса.,True,4135
8352,Зафиксировать результаты тестирования сервиса.,True,4138
8353,Проверить успешность привязки домена.,False,4138
8354,Оценить техническую сложность обращения.,False,4138
8355,Уточнить информацию у коллег из техподдержки.,True,4138
8356,Проверить шаблон ответа перед отправкой клиенту.,True,4139
8357,Сверить данные клиента с оформленным заказом.,True,4139
8358,Уточнить информацию у коллег из техподдержки.,True,4139
8359,Отправить уведомление о продлении хостинга.,False,4140
8360,Уточнить сроки выполнения у технического отдела.,False,4141
8361,Завести карточку клиента в сторонней учётной системе.,True,4141
8362,Проверить наличие активной учётной записи клиента в базе.,True,4141
8363,Уточнить детали обращения через внутренний чат.,False,4142
8364,Уточнить сроки выполнения у технического отдела.,True,4142
8365,Выполнить тестовую регистрацию домена.,False,4142
8366,Проверить успешность привязки домена.,False,4142
8367,Подтвердить активацию тарифа по email.,True,4143
8368,Перепроверить логи на наличие ошибок входа клиента.,True,4143
8369,Проверить успешность привязки домена.,False,4144
8370,Проверить почтовый SPF-запись клиента.,False,4144
8371,Проверить успешность привязки домена.,False,4145
8372,Выполнить тестовую регистрацию домена.,True,4145
8373,Подтвердить активацию тарифа по email.,False,4145
8374,Обновить статус подзадачи в системе.,False,4146
8375,Приложить скриншоты к заявке клиента.,True,4146
8376,Добавить напоминание о повторной связи.,False,4146
8377,Уточнить информацию у коллег из техподдержки.,True,4146
8378,Завести карточку клиента в сторонней учётной системе.,False,4148
8379,Отправить уведомление о продлении хостинга.,False,4149
8380,Назначить ответственное лицо за выполнение задачи.,False,4149
8381,Зафиксировать результаты тестирования сервиса.,False,4151
8382,Отметить прогресс в CRM.,True,4152
8383,Проверить наличие активной учётной записи клиента в базе.,False,4152
8384,Создать черновик инструкции на основе обращения.,True,4152
8385,Уточнить информацию у коллег из техподдержки.,True,4153
8386,Уточнить сроки выполнения у технического отдела.,False,4153
8387,Сверить данные клиента с оформленным заказом.,True,4153
8388,Проверить шаблон ответа перед отправкой клиенту.,True,4154
8389,Добавить напоминание о повторной связи.,True,4155
8390,Создать черновик инструкции на основе обращения.,False,4155
8391,Оценить техническую сложность обращения.,True,4156
8392,Отметить прогресс в CRM.,True,4156
8393,Оценить техническую сложность обращения.,True,4157
8394,Создать черновик инструкции на основе обращения.,False,4157
8395,Сверить данные клиента с оформленным заказом.,True,4157
8396,Зарегистрировать новое обращение в трекере.,True,4157
8397,Добавить примечание в CRM о ходе обращения.,True,4158
8398,Подтвердить активацию тарифа по email.,True,4158
8399,Уточнить детали обращения через внутренний чат.,True,4158
8400,Перепроверить логи на наличие ошибок входа клиента.,False,4160
8401,Отправить уведомление о продлении хостинга.,True,4161
8402,Проверить доступ клиента к панели управления.,False,4163
8403,Проверить успешность привязки домена.,True,4163
8404,Оценить техническую сложность обращения.,False,4163
8405,Зафиксировать результаты тестирования сервиса.,False,4165
8406,Уточнить детали обращения через внутренний чат.,True,4165
8407,Уточнить сроки выполнения у технического отдела.,False,4165
8408,Добавить примечание в CRM о ходе обращения.,False,4166
8409,Создать черновик инструкции на основе обращения.,False,4166
8410,Проверить почтовый SPF-запись клиента.,False,4167
8411,Связаться с клиентом для подтверждения решения.,True,4167
8412,Зарегистрировать новое обращение в трекере.,False,4168
8413,Назначить ответственное лицо за выполнение задачи.,True,4168
8414,Уточнить детали обращения через внутренний чат.,True,4168
8415,Проверить доступ клиента к панели управления.,True,4168
8416,Связаться с клиентом для подтверждения решения.,False,4169
8417,Проверить доступ клиента к панели управления.,False,4169
8418,Зарегистрировать новое обращение в трекере.,True,4170
8419,Добавить примечание в CRM о ходе обращения.,True,4170
8420,Отметить прогресс в CRM.,True,4171
8421,Проверить доступ клиента к панели управления.,False,4171
8422,Зафиксировать результаты тестирования сервиса.,False,4171
8423,Приложить скриншоты к заявке клиента.,True,4171
8424,Оценить техническую сложность обращения.,True,4172
8425,Проверить успешность привязки домена.,True,4172
8426,Отправить уведомление о продлении хостинга.,True,4172
8427,Создать черновик инструкции на основе обращения.,False,4172
8428,Проверить наличие активной учётной записи клиента в базе.,False,4173
8429,Проверить шаблон ответа перед отправкой клиенту.,True,4174
8430,Назначить ответственное лицо за выполнение задачи.,True,4174
8431,Добавить примечание в CRM о ходе обращения.,True,4175
8432,Оценить техническую сложность обращения.,True,4175
8433,Зарегистрировать новое обращение в трекере.,False,4175
8434,Выполнить тестовую регистрацию домена.,True,4177
8435,Перепроверить логи на наличие ошибок входа клиента.,True,4177
8436,Отметить прогресс в CRM.,False,4177
8437,Завести карточку клиента в сторонней учётной системе.,False,4178
8438,Уточнить детали обращения через внутренний чат.,False,4178
8439,Оценить техническую сложность обращения.,False,4178
8440,Проверить почтовый SPF-запись клиента.,True,4178
8441,Уточнить информацию у коллег из техподдержки.,True,4179
8442,Оценить техническую сложность обращения.,False,4181
8443,Перепроверить логи на наличие ошибок входа клиента.,False,4181
8444,Проверить наличие активной учётной записи клиента в базе.,False,4181
8445,Завести карточку клиента в сторонней учётной системе.,True,4181
8446,Сверить данные клиента с оформленным заказом.,False,4182
8447,Добавить напоминание о повторной связи.,True,4182
8448,Подтвердить активацию тарифа по email.,True,4184
8449,Перепроверить логи на наличие ошибок входа клиента.,False,4184
8450,Добавить напоминание о повторной связи.,False,4186
8451,Проверить шаблон ответа перед отправкой клиенту.,True,4186
8452,Подтвердить активацию тарифа по email.,True,4186
8453,Проверить наличие активной учётной записи клиента в базе.,True,4186
8454,Подтвердить активацию тарифа по email.,False,4187
8455,Завести карточку клиента в сторонней учётной системе.,False,4187
8456,Добавить примечание в CRM о ходе обращения.,False,4188
8457,Выполнить тестовую регистрацию домена.,True,4188
8458,Сверить данные клиента с оформленным заказом.,False,4188
8459,Проверить почтовый SPF-запись клиента.,True,4188
8460,Уточнить информацию у коллег из техподдержки.,False,4189
8461,Зафиксировать результаты тестирования сервиса.,False,4189
8462,Добавить напоминание о повторной связи.,True,4190
8463,Отметить прогресс в CRM.,False,4191
8464,Отправить уведомление о продлении хостинга.,True,4191
8465,Завести карточку клиента в сторонней учётной системе.,True,4191
8466,Добавить напоминание о повторной связи.,True,4191
8467,Проверить наличие активной учётной записи клиента в базе.,False,4193
8468,Уточнить информацию у коллег из техподдержки.,True,4193
8469,Добавить напоминание о повторной связи.,False,4193
8470,Завести карточку клиента в сторонней учётной системе.,False,4194
8471,Проверить наличие активной учётной записи клиента в базе.,True,4196
8472,Зафиксировать результаты тестирования сервиса.,True,4196
8473,Проверить доступ клиента к панели управления.,True,4196
8474,Создать черновик инструкции на основе обращения.,False,4197
8475,Назначить ответственное лицо за выполнение задачи.,True,4198
8476,Проверить успешность привязки домена.,True,4198
8477,Подтвердить активацию тарифа по email.,True,4198
8478,Уточнить детали обращения через внутренний чат.,True,4198
8479,Уточнить сроки выполнения у технического отдела.,False,4199
8480,Зафиксировать результаты тестирования сервиса.,True,4199
8481,Подтвердить активацию тарифа по email.,False,4199
8482,Назначить ответственное лицо за выполнение задачи.,False,4200
8483,Создать черновик инструкции на основе обращения.,False,4200
8484,Проверить доступ клиента к панели управления.,True,4201
8485,Уточнить информацию у коллег из техподдержки.,False,4201
8486,Проверить почтовый SPF-запись клиента.,True,4201
8487,Уточнить информацию у коллег из техподдержки.,False,4202
8488,Создать черновик инструкции на основе обращения.,False,4202
8489,Отметить прогресс в CRM.,False,4203
8490,Уточнить сроки выполнения у технического отдела.,True,4203
8491,Проверить шаблон ответа перед отправкой клиенту.,True,4203
8492,Уточнить информацию у коллег из техподдержки.,True,4203
8493,Выполнить тестовую регистрацию домена.,True,4204
8494,Отметить прогресс в CRM.,True,4204
8495,Назначить ответственное лицо за выполнение задачи.,True,4204
8496,Подтвердить активацию тарифа по email.,True,4205
8497,Уточнить информацию у коллег из техподдержки.,True,4205
8498,Уточнить сроки выполнения у технического отдела.,True,4205
8499,Отметить прогресс в CRM.,True,4205
8500,Проверить шаблон ответа перед отправкой клиенту.,False,4206
8501,Подтвердить активацию тарифа по email.,False,4206
8502,Создать черновик инструкции на основе обращения.,False,4206
8503,Уточнить детали обращения через внутренний чат.,False,4208
8504,Зафиксировать результаты тестирования сервиса.,True,4208
8505,Приложить скриншоты к заявке клиента.,False,4208
8506,Проверить шаблон ответа перед отправкой клиенту.,False,4209
8507,Выполнить тестовую регистрацию домена.,True,4209
8508,Уточнить сроки выполнения у технического отдела.,False,4209
8509,Подтвердить активацию тарифа по email.,True,4210
8510,Зафиксировать результаты тестирования сервиса.,True,4210
8511,Проверить шаблон ответа перед отправкой клиенту.,False,4210
8512,Отправить уведомление о продлении хостинга.,True,4210
8513,Добавить напоминание о повторной связи.,True,4211
8514,Назначить ответственное лицо за выполнение задачи.,False,4211
8515,Сверить данные клиента с оформленным заказом.,True,4211
8516,Сверить данные клиента с оформленным заказом.,False,4212
8517,Проверить шаблон ответа перед отправкой клиенту.,True,4212
8518,Обновить статус подзадачи в системе.,False,4213
8519,Приложить скриншоты к заявке клиента.,True,4213
8520,Создать черновик инструкции на основе обращения.,False,4213
8521,Подтвердить активацию тарифа по email.,False,4213
8522,Проверить доступ клиента к панели управления.,False,4216
8523,Обновить статус подзадачи в системе.,False,4216
8524,Связаться с клиентом для подтверждения решения.,True,4217
8525,Перепроверить логи на наличие ошибок входа клиента.,False,4219
8526,Уточнить информацию у коллег из техподдержки.,True,4219
8527,Добавить примечание в CRM о ходе обращения.,True,4220
8528,Проверить наличие активной учётной записи клиента в базе.,True,4220
8529,Проверить почтовый SPF-запись клиента.,True,4221
8530,Связаться с клиентом для подтверждения решения.,False,4222
8531,Подтвердить активацию тарифа по email.,False,4224
8532,Назначить ответственное лицо за выполнение задачи.,False,4224
8533,Отправить уведомление о продлении хостинга.,False,4224
8534,Проверить доступ клиента к панели управления.,False,4225
8535,Зарегистрировать новое обращение в трекере.,True,4225
8536,Отметить прогресс в CRM.,False,4226
8537,Создать черновик инструкции на основе обращения.,True,4227
8538,Приложить скриншоты к заявке клиента.,True,4227
8539,Создать черновик инструкции на основе обращения.,False,4228
8540,Зарегистрировать новое обращение в трекере.,True,4228
8541,Уточнить сроки выполнения у технического отдела.,True,4229
8542,Сверить данные клиента с оформленным заказом.,True,4230
8543,Обновить статус подзадачи в системе.,False,4230
8544,Завести карточку клиента в сторонней учётной системе.,False,4230
8545,Назначить ответственное лицо за выполнение задачи.,True,4230
8546,Проверить почтовый SPF-запись клиента.,True,4231
8547,Отправить уведомление о продлении хостинга.,True,4232
8548,Проверить доступ клиента к панели управления.,True,4233
8549,Уточнить информацию у коллег из техподдержки.,False,4233
8550,Оценить техническую сложность обращения.,False,4233
8551,Уточнить детали обращения через внутренний чат.,False,4233
8552,Отправить уведомление о продлении хостинга.,True,4234
8553,Оценить техническую сложность обращения.,False,4234
8554,Завести карточку клиента в сторонней учётной системе.,True,4234
8555,Отметить прогресс в CRM.,False,4235
8556,Приложить скриншоты к заявке клиента.,False,4235
8557,Сверить данные клиента с оформленным заказом.,True,4235
8558,Уточнить сроки выполнения у технического отдела.,True,4236
8559,Проверить доступ клиента к панели управления.,True,4236
8560,Уточнить информацию у коллег из техподдержки.,False,4238
8561,Зафиксировать результаты тестирования сервиса.,False,4239
8562,Проверить успешность привязки домена.,False,4239
8563,Добавить напоминание о повторной связи.,False,4239
8564,Связаться с клиентом для подтверждения решения.,False,4240
8565,Проверить успешность привязки домена.,False,4240
8566,Завести карточку клиента в сторонней учётной системе.,True,4240
8567,Подтвердить активацию тарифа по email.,True,4241
8568,Проверить почтовый SPF-запись клиента.,True,4241
8569,Приложить скриншоты к заявке клиента.,True,4241
8570,Приложить скриншоты к заявке клиента.,True,4242
8571,Обновить статус подзадачи в системе.,True,4242
8572,Создать черновик инструкции на основе обращения.,False,4244
8573,Завести карточку клиента в сторонней учётной системе.,False,4244
8574,Сверить данные клиента с оформленным заказом.,False,4246
8575,Зафиксировать результаты тестирования сервиса.,True,4246
8576,Проверить шаблон ответа перед отправкой клиенту.,False,4247
8577,Добавить примечание в CRM о ходе обращения.,False,4248
8578,Уточнить детали обращения через внутренний чат.,True,4248
8579,Перепроверить логи на наличие ошибок входа клиента.,True,4248
8580,Подтвердить активацию тарифа по email.,True,4248
8581,Добавить примечание в CRM о ходе обращения.,False,4250
8582,Связаться с клиентом для подтверждения решения.,True,4250
8583,Проверить почтовый SPF-запись клиента.,False,4250
8584,Отметить прогресс в CRM.,True,4251
8585,Обновить статус подзадачи в системе.,False,4251
8586,Назначить ответственное лицо за выполнение задачи.,True,4252
8587,Связаться с клиентом для подтверждения решения.,False,4252
8588,Проверить успешность привязки домена.,False,4252
8589,Завести карточку клиента в сторонней учётной системе.,False,4253
8590,Приложить скриншоты к заявке клиента.,True,4253
8591,Обновить статус подзадачи в системе.,True,4254
8592,Зарегистрировать новое обращение в трекере.,True,4255
8593,Зарегистрировать новое обращение в трекере.,False,4256
8594,Назначить ответственное лицо за выполнение задачи.,False,4259
8595,Уточнить сроки выполнения у технического отдела.,True,4259
8596,Отметить прогресс в CRM.,True,4259
8597,Связаться с клиентом для подтверждения решения.,True,4259
8598,Проверить почтовый SPF-запись клиента.,True,4260
8599,Назначить ответственное лицо за выполнение задачи.,True,4260
8600,Отправить уведомление о продлении хостинга.,True,4260
8601,Завести карточку клиента в сторонней учётной системе.,True,4260
8602,Оценить техническую сложность обращения.,False,4261
8603,Создать черновик инструкции на основе обращения.,True,4261
8604,Проверить наличие активной учётной записи клиента в базе.,False,4262
8605,Проверить почтовый SPF-запись клиента.,True,4262
8606,Назначить ответственное лицо за выполнение задачи.,False,4262
8607,Проверить почтовый SPF-запись клиента.,False,4263
8608,Подтвердить активацию тарифа по email.,True,4263
8609,Проверить успешность привязки домена.,True,4263
8610,Уточнить сроки выполнения у технического отдела.,True,4263
8611,Уточнить сроки выполнения у технического отдела.,True,4264
8612,Проверить наличие активной учётной записи клиента в базе.,False,4264
8613,Приложить скриншоты к заявке клиента.,True,4264
8614,Уточнить информацию у коллег из техподдержки.,False,4265
8615,Уточнить сроки выполнения у технического отдела.,False,4265
8616,Сверить данные клиента с оформленным заказом.,False,4265
8617,Приложить скриншоты к заявке клиента.,True,4265
8618,Уточнить детали обращения через внутренний чат.,True,4266
8619,Проверить успешность привязки домена.,False,4266
8620,Завести карточку клиента в сторонней учётной системе.,False,4267
8621,Перепроверить логи на наличие ошибок входа клиента.,False,4267
8622,Подтвердить активацию тарифа по email.,False,4267
8623,Перепроверить логи на наличие ошибок входа клиента.,False,4268
8624,Проверить почтовый SPF-запись клиента.,False,4268
8625,Подтвердить активацию тарифа по email.,True,4268
8626,Приложить скриншоты к заявке клиента.,False,4269
8627,Проверить успешность привязки домена.,False,4269
8628,Завести карточку клиента в сторонней учётной системе.,False,4269
8629,Назначить ответственное лицо за выполнение задачи.,False,4270
8630,Обновить статус подзадачи в системе.,True,4273
8631,Сверить данные клиента с оформленным заказом.,True,4273
8632,Проверить доступ клиента к панели управления.,False,4273
8633,Подтвердить активацию тарифа по email.,True,4276
8634,Проверить успешность привязки домена.,True,4276
8635,Обновить статус подзадачи в системе.,True,4276
8636,Добавить примечание в CRM о ходе обращения.,False,4280
8637,Приложить скриншоты к заявке клиента.,True,4280
8638,Уточнить сроки выполнения у технического отдела.,True,4280
8639,Перепроверить логи на наличие ошибок входа клиента.,False,4281
8640,Оценить техническую сложность обращения.,False,4281
8641,Проверить наличие активной учётной записи клиента в базе.,True,4282
8642,Назначить ответственное лицо за выполнение задачи.,True,4282
8643,Подтвердить активацию тарифа по email.,False,4282
8644,Сверить данные клиента с оформленным заказом.,True,4282
8645,Проверить почтовый SPF-запись клиента.,True,4283
8646,Связаться с клиентом для подтверждения решения.,False,4283
8647,Добавить напоминание о повторной связи.,True,4283
8648,Приложить скриншоты к заявке клиента.,False,4283
8649,Подтвердить активацию тарифа по email.,False,4284
8650,Уточнить информацию у коллег из техподдержки.,False,4284
8651,Уточнить сроки выполнения у технического отдела.,False,4285
8652,Проверить успешность привязки домена.,False,4285
8653,Проверить наличие активной учётной записи клиента в базе.,False,4285
8654,Завести карточку клиента в сторонней учётной системе.,False,4286
8655,Проверить доступ клиента к панели управления.,True,4286
8656,Добавить напоминание о повторной связи.,True,4286
8657,Связаться с клиентом для подтверждения решения.,False,4287
8658,Добавить примечание в CRM о ходе обращения.,True,4287
8659,Связаться с клиентом для подтверждения решения.,True,4288
8660,Подтвердить активацию тарифа по email.,False,4288
8661,Проверить почтовый SPF-запись клиента.,False,4288
8662,Обновить статус подзадачи в системе.,False,4289
8663,Уточнить информацию у коллег из техподдержки.,False,4291
8664,Отправить уведомление о продлении хостинга.,False,4292
8665,Назначить ответственное лицо за выполнение задачи.,False,4292
8666,Добавить примечание в CRM о ходе обращения.,True,4292
8667,Приложить скриншоты к заявке клиента.,True,4292
8668,Подтвердить активацию тарифа по email.,False,4294
8669,Приложить скриншоты к заявке клиента.,False,4294
8670,Проверить почтовый SPF-запись клиента.,True,4294
8671,Выполнить тестовую регистрацию домена.,False,4298
8672,Создать черновик инструкции на основе обращения.,False,4298
8673,Приложить скриншоты к заявке клиента.,False,4298
8674,Добавить примечание в CRM о ходе обращения.,True,4298
8675,Создать черновик инструкции на основе обращения.,False,4299
8676,Уточнить сроки выполнения у технического отдела.,True,4300
8677,Добавить примечание в CRM о ходе обращения.,True,4300
8678,Подтвердить активацию тарифа по email.,False,4300
8679,Проверить доступ клиента к панели управления.,False,4300
8680,Проверить доступ клиента к панели управления.,True,4301
8681,Добавить примечание в CRM о ходе обращения.,True,4301
8682,Перепроверить логи на наличие ошибок входа клиента.,True,4301
8683,Добавить напоминание о повторной связи.,True,4302
8684,Перепроверить логи на наличие ошибок входа клиента.,False,4303
8685,Уточнить детали обращения через внутренний чат.,True,4303
8686,Зарегистрировать новое обращение в трекере.,True,4304
8687,Добавить примечание в CRM о ходе обращения.,False,4304
8688,Приложить скриншоты к заявке клиента.,True,4304
8689,Добавить напоминание о повторной связи.,True,4304
8690,Оценить техническую сложность обращения.,True,4306
8691,Уточнить детали обращения через внутренний чат.,False,4307
8692,Уточнить информацию у коллег из техподдержки.,False,4307
8693,Проверить шаблон ответа перед отправкой клиенту.,False,4308
8694,Уточнить сроки выполнения у технического отдела.,True,4309
8695,Зарегистрировать новое обращение в трекере.,True,4310
8696,Подтвердить активацию тарифа по email.,False,4310
8697,Уточнить детали обращения через внутренний чат.,True,4310
8698,Завести карточку клиента в сторонней учётной системе.,False,4311
8699,Подтвердить активацию тарифа по email.,True,4311
8700,Назначить ответственное лицо за выполнение задачи.,True,4312
8701,Добавить напоминание о повторной связи.,False,4314
8702,Проверить успешность привязки домена.,False,4315
8703,Перепроверить логи на наличие ошибок входа клиента.,False,4315
8704,Уточнить информацию у коллег из техподдержки.,True,4315
8705,Отметить прогресс в CRM.,False,4316
8706,Назначить ответственное лицо за выполнение задачи.,False,4317
8707,Завести карточку клиента в сторонней учётной системе.,False,4317
8708,Уточнить детали обращения через внутренний чат.,False,4319
8709,Связаться с клиентом для подтверждения решения.,True,4319
8710,Зафиксировать результаты тестирования сервиса.,True,4320
8711,Уточнить сроки выполнения у технического отдела.,False,4320
8712,Уточнить детали обращения через внутренний чат.,True,4320
8713,Связаться с клиентом для подтверждения решения.,False,4320
8714,Создать черновик инструкции на основе обращения.,True,4321
8715,Сверить данные клиента с оформленным заказом.,False,4321
8716,Уточнить сроки выполнения у технического отдела.,True,4321
8717,Отправить уведомление о продлении хостинга.,True,4321
8718,Отметить прогресс в CRM.,False,4322
8719,Проверить доступ клиента к панели управления.,True,4323
8720,Подтвердить активацию тарифа по email.,True,4323
8721,Обновить статус подзадачи в системе.,False,4324
8722,Зафиксировать результаты тестирования сервиса.,False,4324
8723,Отметить прогресс в CRM.,True,4325
8724,Зарегистрировать новое обращение в трекере.,True,4325
8725,Добавить примечание в CRM о ходе обращения.,True,4325
8726,Проверить почтовый SPF-запись клиента.,True,4325
8727,Завести карточку клиента в сторонней учётной системе.,True,4326
8728,Выполнить тестовую регистрацию домена.,True,4326
8729,Проверить наличие активной учётной записи клиента в базе.,False,4326
8730,Добавить напоминание о повторной связи.,False,4326
8731,Уточнить информацию у коллег из техподдержки.,False,4327
8732,Перепроверить логи на наличие ошибок входа клиента.,False,4327
8733,Проверить шаблон ответа перед отправкой клиенту.,False,4327
