task_id,task_description,task_status,task_creation_date,fk_employee_id
4358,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2023-04-27,343
4359,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2023-10-13,254
4360,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2022-04-12,238
4361,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2022-01-30,959
4362,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2023-01-30,139
4363,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,В работе,2022-09-11,859
4364,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-02-16,821
4365,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-10-14,860
4366,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2023-04-07,146
4367,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-02-21,475
4368,Подтвердить оплату и активировать заказанный тариф.,Завершена,2022-06-23,589
4369,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2023-06-18,361
4370,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2024-09-02,340
4371,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2025-03-26,891
4372,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2023-12-10,169
4373,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2022-12-28,105
4374,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-12-06,884
4375,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2023-11-26,734
4376,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2023-01-14,804
4377,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2024-04-13,762
4378,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2022-05-08,398
4379,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2023-04-28,903
4380,Проверить корректность данных клиента в CRM и внести правки.,В работе,2023-01-09,321
4381,Провести финальную проверку перед запуском сайта клиента.,Открыта,2022-06-27,622
4382,Подтвердить оплату и активировать заказанный тариф.,Открыта,2024-07-13,893
4383,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2022-01-04,794
4384,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2023-07-25,735
4385,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-02-15,789
4386,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2022-12-26,865
4387,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2024-05-23,872
4388,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2022-06-05,373
4389,Подтвердить оплату и активировать заказанный тариф.,Открыта,2024-07-02,505
4390,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2024-08-17,9
4391,Подтвердить оплату и активировать заказанный тариф.,Открыта,2024-09-24,586
4392,Провести финальную проверку перед запуском сайта клиента.,Открыта,2024-10-07,626
4393,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2023-01-25,794
4394,Составить и отправить клиенту инструкцию по подключению домена.,В работе,2024-01-11,470
4395,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-01-04,817
4396,Отметить в CRM завершение настройки почтового сервиса.,В работе,2022-02-02,809
4397,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2023-04-21,131
4398,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,В работе,2024-12-27,831
4399,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2024-01-15,361
4400,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2022-06-07,598
4401,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Завершена,2022-08-10,316
4402,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2023-07-16,245
4403,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,В работе,2023-09-18,724
4404,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,В работе,2023-04-21,195
4405,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2023-06-01,992
4406,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-09-27,536
4407,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,В работе,2023-06-24,105
4408,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2024-06-18,673
4409,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,В работе,2024-02-22,336
4410,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-11-22,781
4411,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2022-08-15,960
4412,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2023-08-25,100
4413,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2023-12-21,810
4414,Подтвердить оплату и активировать заказанный тариф.,Завершена,2022-09-24,986
4415,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2025-02-05,969
4416,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2022-12-24,384
4417,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-10-05,452
4418,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-01-06,165
4419,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-10-06,822
4420,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2023-03-02,142
4421,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2022-05-01,437
4422,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2023-07-11,136
4423,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2023-04-05,295
4424,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Завершена,2024-11-03,565
4425,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,В работе,2024-09-02,658
4426,Провести финальную проверку перед запуском сайта клиента.,Открыта,2022-06-22,262
4427,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2024-04-12,2
4428,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2022-10-03,536
4429,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2023-01-17,216
4430,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2023-04-27,598
4431,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2023-05-24,993
4432,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2024-12-02,468
4433,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2023-01-23,972
4434,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2024-12-17,408
4435,Провести финальную проверку перед запуском сайта клиента.,Завершена,2023-05-28,761
4436,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2023-11-15,165
4437,Подтвердить оплату и активировать заказанный тариф.,Открыта,2023-12-11,747
4438,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2022-08-19,475
4439,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2023-01-20,722
4440,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2024-03-15,632
4441,Провести финальную проверку перед запуском сайта клиента.,В работе,2022-06-01,572
4442,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2024-05-04,77
4443,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2022-03-17,535
4444,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2024-10-22,528
4445,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2025-03-28,833
4446,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2023-08-29,686
4447,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2022-10-24,534
4448,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2023-07-18,427
4449,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2023-11-22,840
4450,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2024-09-19,391
4451,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2024-03-28,975
4452,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2022-04-10,651
4453,Уточнить детали инцидента и оформить заявку в техподдержку.,В работе,2022-02-17,577
4454,Провести финальную проверку перед запуском сайта клиента.,Открыта,2023-11-01,113
4455,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2024-05-18,534
4456,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2023-08-01,686
4457,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2023-11-30,148
4458,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-02-05,797
4459,Провести финальную проверку перед запуском сайта клиента.,Завершена,2024-07-19,941
4460,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2025-03-22,928
4461,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2024-11-20,215
4462,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2023-08-09,385
4463,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-02-24,647
4464,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2024-03-16,946
4465,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Открыта,2022-10-06,782
4466,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2022-01-12,126
4467,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2023-09-18,66
4468,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2024-03-01,503
4469,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2024-07-20,419
4470,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Завершена,2022-01-08,554
4471,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2024-01-12,773
4472,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2024-01-09,968
4473,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2023-08-27,683
4474,Провести финальную проверку перед запуском сайта клиента.,В работе,2022-06-27,499
4475,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2023-02-28,746
4476,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2022-03-12,125
4477,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2023-10-29,501
4478,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2022-03-18,778
4479,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2023-06-06,420
4480,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2022-11-28,360
4481,Добавить клиента в систему после завершения онлайн-оплаты.,В работе,2025-02-15,771
4482,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2025-01-12,682
4483,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Завершена,2023-03-13,618
4484,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2022-03-27,845
4485,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2023-12-26,358
4486,Провести финальную проверку перед запуском сайта клиента.,Открыта,2023-05-31,325
4487,Решить технический вопрос по авторизации в личном кабинете клиента.,В работе,2022-10-06,986
4488,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2023-01-10,794
4489,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Завершена,2022-08-19,661
4490,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2024-10-27,282
4491,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2025-03-11,308
4492,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2023-03-01,278
4493,Провести финальную проверку перед запуском сайта клиента.,Открыта,2023-06-18,66
4494,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2022-09-20,566
4495,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2022-12-14,91
4496,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2023-02-09,881
4497,Отметить в CRM завершение настройки почтового сервиса.,В работе,2024-11-25,152
4498,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-06-01,242
4499,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2024-02-24,579
4500,Подтвердить оплату и активировать заказанный тариф.,В работе,2024-05-05,231
4501,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,В работе,2023-01-11,721
4502,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2022-03-19,164
4503,Составить и отправить клиенту инструкцию по подключению домена.,В работе,2022-03-18,375
4504,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2022-03-06,283
4505,Подтвердить оплату и активировать заказанный тариф.,Открыта,2023-04-12,736
4506,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2022-11-15,177
4507,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2025-02-05,79
4508,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2022-11-19,714
4509,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Открыта,2024-01-02,129
4510,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Завершена,2024-06-28,188
4511,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2023-08-13,947
4512,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Открыта,2024-09-16,489
4513,Отметить в CRM завершение настройки почтового сервиса.,Открыта,2024-10-09,108
4514,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2023-12-22,927
4515,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2024-02-04,948
4516,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2024-07-13,721
4517,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-09-11,967
4518,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2024-05-01,910
4519,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2025-02-27,24
4520,Проконтролировать продление услуги хостинга и уведомить клиента.,Завершена,2023-04-15,121
4521,Подтвердить оплату и активировать заказанный тариф.,В работе,2023-03-05,394
4522,Уточнить детали инцидента и оформить заявку в техподдержку.,Завершена,2023-02-19,791
4523,Составить и отправить клиенту инструкцию по подключению домена.,Завершена,2024-07-21,202
4524,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2023-12-11,419
4525,Отметить в CRM завершение настройки почтового сервиса.,В работе,2023-06-26,852
4526,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2022-05-24,829
4527,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2023-04-09,895
4528,Добавить клиента в систему после завершения онлайн-оплаты.,Открыта,2025-01-04,83
4529,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2024-12-23,435
4530,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2024-12-12,114
4531,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2024-11-24,308
4532,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2024-08-05,70
4533,Проконтролировать продление услуги хостинга и уведомить клиента.,Открыта,2022-01-06,314
4534,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2022-04-20,444
4535,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2023-10-27,871
4536,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-06-03,272
4537,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-07-03,515
4538,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2024-07-05,837
4539,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Завершена,2024-05-02,218
4540,Проверить корректность данных клиента в CRM и внести правки.,Открыта,2024-08-13,906
4541,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,В работе,2023-03-15,383
4542,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-07-06,304
4543,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2024-07-26,637
4544,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-02-10,215
4545,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2022-07-21,479
4546,Проверить корректность данных клиента в CRM и внести правки.,В работе,2023-03-21,596
4547,Согласовать перенос времени техработ на сервере по просьбе клиента.,В работе,2022-07-11,135
4548,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2024-08-03,876
4549,Отметить в CRM завершение настройки почтового сервиса.,В работе,2023-12-16,63
4550,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2024-03-15,910
4551,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Завершена,2024-10-30,134
4552,Согласовать перенос времени техработ на сервере по просьбе клиента.,Открыта,2022-04-09,188
4553,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2023-05-03,601
4554,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2024-01-11,378
4555,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2023-04-08,494
4556,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-03-12,145
4557,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2024-03-29,170
4558,Уточнить детали инцидента и оформить заявку в техподдержку.,Завершена,2024-05-10,656
4559,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Завершена,2025-04-01,62
4560,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2023-04-16,936
4561,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2024-08-24,576
4562,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-03-16,107
4563,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-10-23,6
4564,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2023-03-13,71
4565,Провести финальную проверку перед запуском сайта клиента.,Открыта,2024-04-08,317
4566,Уточнить детали инцидента и оформить заявку в техподдержку.,Завершена,2022-11-02,835
4567,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2022-09-28,815
4568,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2022-01-13,678
4569,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2023-07-02,335
4570,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2022-03-16,369
4571,Составить и отправить клиенту инструкцию по подключению домена.,В работе,2025-01-30,173
4572,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2022-06-12,59
4573,Проверить корректность данных клиента в CRM и внести правки.,В работе,2022-12-19,903
4574,Провести опрос удовлетворённости услугой у нового клиента.,В работе,2022-12-06,289
4575,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2023-04-09,301
4576,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2023-05-08,222
4577,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2024-01-02,935
4578,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2022-10-02,388
4579,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2022-12-12,741
4580,Провести финальную проверку перед запуском сайта клиента.,Открыта,2024-03-08,455
4581,Созвониться с новым клиентом и уточнить детали подключения услуг.,Открыта,2023-06-30,502
4582,Проконтролировать продление услуги хостинга и уведомить клиента.,В работе,2023-03-09,656
4583,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2024-12-04,851
4584,Провести финальную проверку перед запуском сайта клиента.,В работе,2023-06-23,114
4585,Зарегистрировать домен по запросу клиента и уведомить о завершении.,В работе,2023-08-26,249
4586,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2024-09-11,639
4587,Проверить корректность данных клиента в CRM и внести правки.,Завершена,2024-03-21,657
4588,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2024-10-23,914
4589,Согласовать перенос времени техработ на сервере по просьбе клиента.,Открыта,2022-12-10,32
4590,Настроить почтовый ящик и протестировать отправку/приём сообщений.,Завершена,2023-08-28,922
4591,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2024-09-09,18
4592,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Завершена,2022-05-28,16
4593,Отметить в CRM завершение настройки почтового сервиса.,В работе,2023-05-29,345
4594,Подтвердить оплату и активировать заказанный тариф.,В работе,2024-05-10,58
4595,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2025-01-13,969
4596,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2024-05-12,745
4597,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-01-02,598
4598,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2025-03-30,224
4599,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2022-05-25,26
4600,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2024-10-07,418
4601,Проверить корректность данных клиента в CRM и внести правки.,В работе,2022-11-29,677
4602,Уточнить детали инцидента и оформить заявку в техподдержку.,Завершена,2024-10-23,277
4603,Составить и отправить клиенту инструкцию по подключению домена.,Открыта,2022-09-30,544
4604,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2025-03-10,875
4605,Подтвердить оплату и активировать заказанный тариф.,Завершена,2024-05-22,337
4606,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Открыта,2023-08-28,657
4607,Уточнить детали инцидента и оформить заявку в техподдержку.,Открыта,2024-10-15,385
4608,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2022-09-21,87
4609,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2022-03-01,137
4610,Провести финальную проверку перед запуском сайта клиента.,В работе,2022-01-26,533
4611,Провести финальную проверку перед запуском сайта клиента.,Завершена,2023-09-06,800
4612,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2024-07-23,850
4613,Помочь клиенту с восстановлением доступа к панели управления.,Открыта,2022-09-11,865
4614,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,Открыта,2024-01-03,362
4615,Закрыть заявку клиента по переносу сайта со стороннего хостинга.,В работе,2022-06-15,580
4616,Созвониться с новым клиентом и уточнить детали подключения услуг.,Завершена,2024-08-02,87
4617,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Завершена,2023-04-17,397
4618,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2022-08-21,945
4619,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2022-12-18,148
4620,Согласовать перенос времени техработ на сервере по просьбе клиента.,Открыта,2022-12-06,348
4621,Провести опрос удовлетворённости услугой у нового клиента.,Открыта,2022-06-10,647
4622,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2022-07-28,690
4623,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2022-08-03,145
4624,Решить технический вопрос по авторизации в личном кабинете клиента.,Открыта,2023-03-18,508
4625,Передать запрос клиента техническому отделу на настройку SSL-сертификата.,Открыта,2022-05-11,893
4626,Зарегистрировать домен по запросу клиента и уведомить о завершении.,Открыта,2024-06-04,359
4627,Помочь клиенту с восстановлением доступа к панели управления.,В работе,2024-04-06,501
4628,Созвониться с новым клиентом и уточнить детали подключения услуг.,В работе,2024-09-12,976
4629,Провести опрос удовлетворённости услугой у нового клиента.,Завершена,2024-04-25,761
4630,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2024-05-03,512
4631,Согласовать перенос времени техработ на сервере по просьбе клиента.,Завершена,2023-05-23,311
4632,Помочь клиенту с восстановлением доступа к панели управления.,Завершена,2022-03-22,595
4633,Обработать входящее обращение от клиента по поводу сбоя в панели управления.,Завершена,2022-11-07,99
4634,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2023-10-19,638
4635,Провести финальную проверку перед запуском сайта клиента.,Открыта,2022-09-26,708
4636,Провести консультацию по выбору тарифа для клиента с большим трафиком.,Завершена,2023-10-30,744
4637,Ответить на вопрос клиента о различиях между тарифами “Старт” и “Бизнес”.,Завершена,2023-03-17,933
4638,Провести консультацию по выбору тарифа для клиента с большим трафиком.,В работе,2024-09-19,65
4639,Решить технический вопрос по авторизации в личном кабинете клиента.,Завершена,2023-08-23,663
4640,Отметить в CRM завершение настройки почтового сервиса.,Завершена,2023-09-04,961
4641,Подтвердить оплату и активировать заказанный тариф.,Завершена,2023-03-22,740
4642,Провести финальную проверку перед запуском сайта клиента.,Завершена,2023-05-01,761
4643,Настроить почтовый ящик и протестировать отправку/приём сообщений.,В работе,2022-11-19,610
4644,Провести финальную проверку перед запуском сайта клиента.,Завершена,2022-12-26,805
4645,Добавить клиента в систему после завершения онлайн-оплаты.,Завершена,2024-10-09,379
